2026-07-18T17:31:45.162635Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
1784395905.1626353 | PULSE | Φ=0.18 | SOVEREIGN | Zombie Pulse
1784655660.930523 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784655951.2719276 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784656253.8382347 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784656304.9834123 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784656754.1036227 | PULSE | Φ=0.19 | SOVEREIGN | Zombie Pulse
1784657076.061565 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784657466.3789763 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784657758.8425698 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784657985.4282045 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
1784658271.3246489 | PULSE | Φ=0.08 | SOVEREIGN | Zombie Pulse
1784658672.2456834 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784658864.9912124 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784659177.1859875 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784659492.5535352 | PULSE | Φ=0.07 | SOVEREIGN | Zombie Pulse
1784659795.7226942 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784660166.730005 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784660422.4362702 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784660690.4449596 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784660984.6993968 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784661275.3293638 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784661673.1867118 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784661875.4520855 | PULSE | Φ=0.23 | SOVEREIGN | Zombie Pulse
1784662241.9313302 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784662348.467102 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784662865.7157962 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784663130.5800078 | PULSE | Φ=0.06 | SOVEREIGN | Zombie Pulse
1784663345.7963471 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784663695.2388198 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784664043.1482258 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784664319.6160562 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784664503.9472873 | PULSE | Φ=0.05 | SOVEREIGN | Zombie Pulse
1784664814.387632 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
1784665187.8435156 | PULSE | Φ=0.24 | SOVEREIGN | Zombie Pulse
2026-07-21T20:19:47.843516Z | PULSE | Φ=1.0000 | entropy=1.0000 | SYNCHRONIZED | Public Mirror
